Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges
0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,1,2,84.54239292761582
0,0,0,0,4,1,1,1,0,1,0,0,2,0,0,1,2,91.15315299311114
1,0,1,0,18,1,0,0,0,0,0,0,0,1,0,0,0,75.71736414547954
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,1,109.47877301378027
0,0,0,0,5,1,0,1,0,1,0,0,0,1,0,1,2,83.39821244791086
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.187424150822917
0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.13837480772864
0,0,0,0,36,1,2,1,0,1,0,0,2,2,0,1,2,98.68371667143558
1,0,1,0,7,0,0,0,0,1,1,0,0,0,0,0,3,49.30389405075357
0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,0,2,33.708444405271266
0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,2,48.95694808898318
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.36830553037814
0,0,0,0,9,1,1,1,0,1,0,0,0,0,0,1,0,82.34951802181972
1,0,1,0,53,1,2,1,1,0,1,0,2,2,0,0,1,102.63452072262581
1,0,0,0,22,1,2,1,0,1,0,0,0,0,0,1,2,77.31656090865066
1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,1,55.181389059646435
0,0,0,0,36,1,0,1,0,0,2,1,0,0,1,1,2,87.04064867054312
0,0,0,0,10,1,2,1,0,1,1,0,2,2,0,1,1,101.29722604767807
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.32149452503272
0,0,0,0,55,0,0,0,0,1,0,0,0,1,0,0,0,45.11496801348663
0,0,0,0,15,0,0,1,0,1,0,0,0,0,0,1,2,20.705334473591194
0,1,0,0,41,1,2,1,0,2,2,0,2,2,0,1,0,104.88063022796487
0,0,0,0,22,1,0,1,0,2,0,0,0,1,0,0,2,82.59787534020123
0,0,1,0,16,1,0,1,0,0,0,0,2,0,0,0,2,82.13158182871096
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,77.34415914742672
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,2,34.968655487419426
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.73861313581368
0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,0,20.339131796499075
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,72.28642741567764
0,0,0,0,11,1,2,1,0,0,0,1,2,2,0,1,2,100.25902348921211
0,0,0,0,46,1,2,0,2,2,2,0,1,2,0,0,1,104.3337716090928
0,0,0,0,39,1,0,1,2,2,0,0,0,0,0,1,1,80.9469043861831
1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,0,2,84.00476180998523
0,0,0,0,16,0,1,0,1,0,0,0,0,0,0,1,2,52.576253101470606
1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,76.11653545335435
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4
0,0,0,0,11,1,0,1,1,0,0,1,2,2,0,1,0,99.48191997913695
0,0,0,0,27,1,1,1,0,1,1,0,0,1,0,1,2,87.0848052118478
0,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,1,80.86529550647737
1,1,0,0,1,0,1,0,0,0,2,0,0,2,0,1,2,40.49641776473671
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.54993092557278
1,0,0,0,3,1,1,1,0,0,2,0,0,1,0,0,2,90.87577282777374
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.96224430787086
1,0,0,0,8,1,1,1,0,0,0,0,0,2,0,1,1,87.09039418947175
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.998894011855146
0,0,0,0,3,1,1,1,0,0,1,0,2,2,0,1,0,100.83284497005779
0,1,0,0,16,1,2,1,0,0,1,0,2,2,0,1,2,97.79134070115114
1,0,0,0,18,1,1,0,0,0,1,1,1,2,0,0,1,80.4850485928194
0,0,0,0,38,1,1,1,1,1,0,0,1,2,0,1,0,102.6183199636708
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.1120073464886
0,0,0,0,59,1,2,1,0,0,2,1,2,2,1,1,1,103.4629936339937
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,81.99010699202495
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.827432572927552
0,0,0,0,4,1,2,1,0,2,0,0,1,0,0,0,2,89.42057608783897
1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,1,55.270256622342515
0,0,1,0,3,1,0,1,1,0,0,1,1,0,0,1,2,87.62023607401272
1,1,0,0,24,1,2,1,0,2,1,0,2,2,0,1,2,102.86499594400121
0,0,0,0,15,1,2,1,0,0,1,0,0,2,0,1,2,93.64205829355278
0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,48.37351480851405
0,0,1,0,41,1,1,1,0,1,2,2,0,2,0,1,1,100.37768635212403
0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,79.40352864111735
0,0,0,0,39,1,0,1,0,0,1,1,0,0,1,1,1,78.80332572952712
0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,78.85638038386847
1,1,0,0,53,0,1,0,0,1,0,0,2,2,0,1,2,48.19696273852943
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.28371792316993
0,0,0,0,9,1,2,1,0,1,0,0,2,2,0,0,1,99.05490235766969
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.54482449590147
1,0,0,0,15,1,2,1,0,0,0,0,1,1,0,0,1,92.525024035859
0,0,0,0,52,1,2,1,1,2,0,1,2,2,1,1,1,107.77894850596144
0,0,1,0,68,1,2,1,1,1,0,0,0,2,1,1,0,95.83494657021701
0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.01617940270116
0,0,0,0,12,0,1,0,1,0,2,1,0,0,0,1,2,58.76535490891177
0,0,1,0,55,1,2,1,2,0,1,0,2,2,1,0,0,104.8637817456606
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.0702478615468
0,0,0,0,46,1,0,0,1,0,2,1,0,0,0,0,1,63.093344439452714
0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,2,72.82931552019562
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,55.77736300079064
0,0,0,0,32,0,1,0,0,0,0,0,2,0,0,1,1,70.15905742032277
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.23641720621734
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.7373843078351
0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,2,38.10026305491008
0,0,0,0,29,1,2,1,0,1,0,0,2,2,0,1,2,99.5117527892582
0,0,0,0,25,1,1,1,0,0,1,0,0,2,0,1,2,89.48034041843728
0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,1,1,34.42437596794471
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,46.8230665041952
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.48588762731976
1,0,0,0,34,1,1,1,1,0,0,0,2,0,0,1,2,93.04898726396326
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.8674153426486
0,0,1,0,33,1,1,1,0,1,2,0,2,2,0,1,2,104.17268101219614
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.238811689587823
0,0,1,0,61,1,2,1,1,2,1,0,2,1,1,1,0,103.59439528266611
0,0,0,0,34,1,1,1,0,2,2,0,0,1,0,1,1,93.61132140665293
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.71574670620289
1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,3,54.86996867978661
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.45107050854722
0,0,1,0,65,1,2,1,0,0,0,1,2,2,0,1,1,101.01996853482777
1,0,0,0,13,0,1,0,0,0,1,0,2,2,0,1,2,51.65351503640433
1,1,0,0,3,1,2,1,0,0,1,0,2,0,0,0,2,91.48817922998728
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.29890403774445
0,0,0,0,68,1,2,1,0,2,2,0,2,2,0,0,1,105.31118686749815
1,0,0,0,29,1,0,0,0,0,1,1,0,0,0,1,2,58.880011182463775
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7
1,0,1,0,45,1,2,1,0,0,0,0,2,0,0,0,2,92.82677051828023
0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,31.513065084201806
0,1,0,0,15,1,1,1,0,1,0,0,0,2,0,0,2,93.06813554626935
0,0,0,0,8,1,0,1,0,0,2,0,2,2,0,0,2,97.55160034488188
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,0,75.00710444780205
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.616932109886985
0,0,0,0,28,1,2,1,0,1,2,0,1,2,0,1,1,102.06733400111857
0,0,0,0,19,1,2,1,1,0,0,0,0,0,0,1,1,81.10018477301612
1,0,1,0,67,1,2,1,0,1,2,0,2,2,0,0,1,103.31802548109651
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.76222681280672
1,0,0,0,38,1,0,1,1,1,0,0,0,0,0,0,2,79.23171440523184
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5848655580399
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.52005789553821
0,0,0,0,37,1,2,1,0,1,1,0,2,1,0,1,0,100.6755716438738
0,0,0,0,38,1,1,0,0,0,0,0,0,0,0,0,2,56.961346752616585
0,0,1,0,1,1,0,1,0,0,0,0,2,1,0,1,2,90.6846531814222
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.14119609828437
1,0,0,0,11,0,1,0,0,0,2,0,0,0,0,0,1,51.876609030774475
0,0,0,0,14,1,0,0,0,0,2,0,0,0,0,0,1,70.66589427375551
0,0,0,0,36,1,0,1,1,1,1,0,0,0,0,1,1,89.21533208167453
0,0,0,0,46,1,2,1,0,2,2,0,0,0,0,1,0,86.32116840006715
0,0,0,0,15,1,1,2,1,1,1,1,1,1,0,1,1,24.446381741154397
0,0,0,0,16,1,1,1,0,0,0,0,2,1,0,1,2,92.8666384587964
0,0,0,0,57,1,0,1,0,1,0,0,2,2,1,1,1,98.54228171201437
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,75.3
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.34934651638045
0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,1,0,72.01053490777268
0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,1,1,24.945039389544863
0,0,0,0,60,1,2,1,0,2,0,0,2,2,0,1,1,99.84589107487136
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.552400442939813
0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,2,74.07182766798023
0,0,0,0,2,1,0,1,0,0,1,0,2,2,0,1,1,95.35149263365442
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.72844496278103
0,0,0,0,4,1,2,1,0,2,0,1,0,1,0,1,2,93.0603708365055
0,0,0,0,41,1,2,1,1,1,2,2,2,2,0,1,0,114.42551123374736
0,0,1,0,55,1,0,1,1,1,2,0,2,2,0,1,0,103.08552884408232
1,0,0,0,34,1,0,1,0,0,2,0,2,0,1,1,2,88.67063605058854
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.06086967818949
0,0,0,0,5,1,1,1,0,0,0,0,2,2,0,0,2,94.34202993869967
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4112201081517
0,0,1,0,30,0,0,0,0,0,0,1,1,1,0,0,0,50.92205516621072
0,1,1,0,45,1,2,1,1,1,2,0,2,0,0,1,2,101.84137439172355
0,0,0,0,30,1,1,1,0,0,0,1,0,0,0,1,1,79.72652653360227
0,0,0,0,24,1,0,1,0,2,1,0,2,2,0,1,1,99.67819768849643
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.06502270480349
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.178138686217014
1,0,1,0,67,1,1,1,2,2,2,0,2,2,1,1,1,111.23529718582877
0,0,0,0,4,1,2,1,0,2,0,0,1,0,0,1,2,90.30101299153418
1,0,1,0,31,1,1,1,0,1,2,0,2,0,0,0,2,94.50906721157058
0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,54.642804542542066
0,0,0,0,29,1,2,1,0,1,0,0,2,2,0,1,2,99.5606500653813
1,0,1,0,19,1,1,1,0,0,0,2,2,2,1,0,1,100.88531064379019
0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,2,76.23980738689392
0,0,0,0,45,1,1,1,0,0,0,0,0,0,0,0,1,83.15459259799174
0,0,0,0,21,0,1,0,0,0,1,0,0,1,0,1,1,46.078344045142856
0,0,0,0,52,1,0,0,0,2,0,0,0,2,0,0,1,84.44968707571698
0,0,0,0,22,1,2,1,1,0,1,0,1,2,0,1,2,97.37195461805715
0,0,0,0,2,1,1,1,0,0,0,0,2,2,0,0,2,94.06045772810417
0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,1,2,74.33099313899997
0,0,0,0,12,1,1,1,1,0,0,0,0,0,0,1,2,77.91717989699833
0,0,0,0,32,0,1,0,0,0,0,1,0,0,0,0,1,32.74678044810117
1,0,1,0,68,1,2,1,2,2,2,2,2,2,1,0,1,113.5897457821926
0,0,0,0,64,1,2,0,2,2,2,0,2,2,2,0,0,102.76733932996254
0,0,1,0,66,1,2,1,0,0,0,0,2,0,1,1,2,85.99772230504674
0,0,1,0,3,1,0,1,0,0,0,0,1,0,0,1,1,80.2226868063149
0,0,0,0,15,1,0,0,0,0,1,0,0,1,0,0,2,58.262940896823046
0,0,0,0,4,1,2,1,0,1,0,0,0,2,0,1,2,87.83078717566111
0,1,0,0,13,1,0,0,0,1,1,2,0,0,0,0,2,72.22127141462106
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.130821914094323
1,0,0,0,65,1,2,1,0,1,2,1,2,2,0,1,1,107.66438470993455
0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,50.761319386251586
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.92634912475512
1,0,0,0,68,1,1,1,0,2,2,2,2,2,1,0,1,108.30469828852121
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.10124371767093
1,0,0,0,22,1,2,1,0,0,0,0,0,0,0,1,2,76.48608870543377
0,0,0,0,7,1,2,1,0,1,0,0,0,0,0,1,1,84.84475183246764
1,0,0,0,70,1,1,1,2,0,2,2,2,2,1,1,1,108.05424428584925
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,22.713101745526068
1,0,0,0,10,1,1,1,0,0,0,0,0,1,0,0,1,85.18126057057968
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.774437593220927
0,0,0,0,55,1,2,1,0,1,0,0,2,2,1,0,0,100.81995960885395
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.27637067377832
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,53.37789507214169
0,0,0,0,2,1,1,1,0,1,0,0,0,2,0,0,2,89.49639271614879
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,44.85023290593905
1,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,2,30.10965383186214
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.553064828761734
0,0,0,0,17,1,2,1,1,1,0,0,1,0,0,1,1,93.43491294733236
0,0,0,0,12,1,0,1,1,0,0,2,2,2,0,1,0,98.96167990929197
0,1,0,0,35,1,1,1,0,0,0,0,1,1,0,1,2,93.88696833624908
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.78160934592275
0,0,0,0,34,1,1,0,0,0,0,0,0,2,0,0,1,80.67610538251833
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.59342649843735
1,0,0,0,10,1,1,1,0,0,0,0,0,1,0,0,1,86.56154285934426
1,0,0,0,44,1,2,1,0,0,0,0,1,1,0,0,0,86.7030801314761
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.23411727264907
0,0,0,0,24,1,1,1,0,0,0,0,2,2,0,1,1,92.59345865872557
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.780302885517965
0,0,0,0,26,1,1,1,0,0,1,2,2,1,0,0,0,100.00039253907684
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,50.86840704540077
0,0,0,0,18,1,2,1,0,0,0,1,1,2,0,1,0,97.35691671993567
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.291553601060635
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.6066182177918
0,0,1,0,55,1,0,1,2,2,2,0,1,1,1,0,0,102.78539805418289
0,0,1,0,37,1,2,1,0,2,2,0,1,0,0,1,0,94.27538547019137
0,0,1,0,14,1,0,0,0,0,0,0,0,1,0,0,2,53.127407679819456
0,0,0,0,14,1,2,1,0,0,0,0,0,0,0,1,0,74.93169940663178
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,79.83993600970109
0,1,0,0,5,1,0,1,0,0,1,0,0,0,0,0,1,78.47913223898041
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.2758128926165
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.23349915963598
0,0,0,0,6,1,1,1,0,1,0,0,2,2,0,1,2,96.67190151194602
0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,105.97700593001589
0,0,1,0,29,1,1,1,0,0,0,0,0,2,0,1,2,86.64259055288797
0,0,0,0,19,0,0,0,0,2,2,0,0,0,0,1,1,77.91314278233205
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.47916683787967
1,1,1,0,39,1,2,1,0,1,2,0,2,2,0,1,2,104.48558656202744
1,0,0,0,20,0,0,0,0,1,1,0,0,1,0,0,0,46.206329416133805
1,0,0,0,21,1,0,1,0,0,1,0,2,2,0,1,1,95.19802699209913
0,0,1,0,51,1,2,1,0,2,2,0,2,2,0,1,1,105.8041882199769
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.58295734617465
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,90.51903964888263
0,0,1,0,4,1,0,1,0,0,1,0,0,0,0,0,2,73.35618399560093
1,0,0,0,3,1,2,1,0,1,2,0,2,2,0,1,1,103.8799564140433
0,0,1,0,59,1,2,1,0,0,1,0,2,2,0,1,0,99.49688992099745
0,0,0,0,59,1,2,1,0,0,2,1,2,2,1,1,1,106.95563946127774
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.04938636007913
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,80.49051628110993
0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,1,80.33941134366427
1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,96.58663581535028
1,0,0,0,40,1,2,1,0,1,0,0,0,0,0,1,2,84.2829493356761
0,0,1,0,32,1,0,1,0,0,2,1,2,1,0,0,2,94.85435614662804
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.51584826960235
0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,29.917675686541145
0,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,1,85.35
0,0,0,0,32,1,2,1,0,0,0,0,0,1,0,0,1,84.21751710781281
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.283396406869514
0,0,0,0,36,1,0,0,1,2,0,1,2,2,1,0,1,84.80256393547329
1,0,0,0,22,1,1,0,2,0,0,0,0,0,0,1,2,54.41239159685454
1,0,0,0,69,1,2,1,0,2,2,0,2,2,1,0,1,106.81610206264536
0,0,1,0,49,1,2,1,0,0,0,0,2,1,0,1,1,95.41219896966643
0,0,0,0,10,1,2,1,1,0,0,0,2,2,0,1,2,100.2559421163208
0,0,0,0,10,1,0,1,0,0,0,0,1,0,0,1,0,80.38387273446213
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2
0,0,0,0,53,1,0,1,0,0,2,0,2,2,1,0,2,102.80562676660449
0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,76.63294726483905
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.656180480617977
1,0,0,0,7,1,1,1,1,2,0,0,0,2,0,1,1,94.47955171738789
1,0,0,0,6,1,1,1,0,0,0,0,0,0,0,1,2,72.8766402953512
0,0,0,0,13,1,1,1,0,1,2,0,0,0,0,1,2,83.91109532370587
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.98378516293013
0,0,0,0,53,1,2,0,0,0,0,0,1,1,0,0,1,70.93587452891285
0,0,0,0,39,1,2,1,0,0,0,0,2,2,0,1,1,95.67436391427972
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.359797446817
1,1,0,0,65,0,1,0,0,0,0,0,1,1,0,1,1,50.92449733258708
1,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,2,50.12046409627266
0,0,0,0,53,1,2,1,1,0,2,0,2,2,0,1,1,106.1999458213337
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,29.848104880275987
0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,2,84.90412658654117
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.8637237129831
0,0,0,0,12,1,0,1,0,0,0,0,2,2,0,1,2,94.32576620272309
0,0,0,0,63,1,0,1,1,2,1,0,2,1,0,1,2,98.77082447151736
0,0,0,0,10,1,0,1,0,2,0,0,0,0,0,1,1,76.13601522007889
0,0,1,0,23,1,2,0,0,0,0,0,0,0,0,1,1,75.52524828111599
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.17667275849315
1,0,0,0,7,1,0,1,0,1,0,0,2,2,0,1,2,94.26171659004515
0,1,0,0,6,1,0,1,2,0,0,0,0,0,0,0,0,79.03301507872578
1,0,0,0,2,1,0,1,0,0,0,1,2,2,0,0,2,94.83270311269335
0,0,0,0,26,1,2,1,0,1,1,0,2,2,0,0,2,102.0538791517303
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.96652818421616
0,0,0,0,47,1,1,1,0,2,0,0,2,2,0,1,0,101.62410079995762
0,0,1,0,62,1,1,1,0,2,0,0,0,2,0,0,0,96.99277899274713
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.077832289381103
0,0,0,0,42,1,1,1,0,2,1,0,2,2,0,0,1,102.83479214816677
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.540747407267027
1,0,0,0,7,1,1,1,0,0,1,0,2,2,0,1,2,97.98249036170101
0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.899328291158145
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.07799211138143
1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.8979191271146
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.82875450115289
0,0,0,0,63,1,2,1,2,0,2,1,2,1,1,1,1,107.75459060857392
0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,1,1,24.893255203117043
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,43.988922547583286
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.688336973287733
0,1,0,0,45,1,2,1,1,0,1,1,2,2,0,1,2,104.2745994164585
0,0,0,0,16,1,1,1,0,1,1,0,0,1,0,0,1,94.30527579998149
0,0,0,0,9,1,0,1,0,0,0,0,1,0,0,1,0,76.35667488836145
0,1,1,0,66,1,2,1,0,1,0,0,2,2,0,0,1,102.13723994992108
0,1,0,0,38,1,0,1,1,2,0,0,0,0,0,1,1,83.95493794072213
0,0,0,0,28,1,0,1,0,0,0,0,2,0,0,1,2,82.50628796762004
1,0,0,0,25,1,2,1,0,0,1,1,1,1,0,1,2,97.41102678454612
0,0,0,0,4,1,2,1,0,1,0,0,1,0,0,1,2,91.50397836090733
0,0,0,0,56,1,1,1,0,1,0,0,2,2,1,1,2,97.74085204697764
0,0,1,0,25,1,2,1,0,0,0,0,1,1,0,1,1,90.05345357320354
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,43.49245043080893
0,0,0,0,11,1,0,1,0,1,0,0,2,2,0,1,2,97.74769353887332
0,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,2,82.8848800483988
0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,2,33.7428630931048
0,1,0,0,20,1,2,1,0,0,0,0,2,1,0,0,2,93.22491833621588
0,0,0,0,15,1,0,1,0,0,1,1,2,1,0,1,2,98.17813547615592
1,0,0,0,18,0,1,0,0,1,0,0,1,0,0,0,2,35.6710788104955
0,1,0,0,26,1,2,1,1,2,0,0,0,2,0,1,2,95.15887318159913
1,0,0,0,52,0,1,1,0,1,0,0,0,0,0,0,1,27.045357055107274
0,0,0,0,4,1,2,1,0,0,2,1,0,0,0,1,2,87.6156560614405
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6677481393568
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,76.24855367397862
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,45.41100542611951
1,0,0,0,9,1,1,1,0,0,0,0,0,1,0,1,2,82.68026695162202
0,0,0,0,22,0,0,0,0,2,0,1,0,0,0,1,2,42.97963876719445
1,0,0,0,35,1,2,1,0,0,0,0,2,2,0,0,1,96.2102738337936
0,0,0,0,11,1,0,1,0,2,2,0,0,0,0,1,2,86.51000506695026
0,0,0,0,28,1,2,1,1,1,0,0,2,2,0,0,2,104.74628527705983
0,0,0,0,28,1,2,1,0,0,1,1,2,2,0,1,1,100.78338092467563
0,0,0,0,26,1,1,1,0,0,0,0,0,0,0,0,2,77.0811662364165
0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,2,20.32454317313867
1,0,1,0,42,1,0,1,0,0,0,0,0,1,0,1,2,86.25784674182968
1,0,0,0,21,0,0,0,0,1,1,0,0,1,0,0,0,43.86363054520793
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,51.16760815114906
0,0,1,0,21,1,2,0,2,0,0,1,2,2,0,1,2,82.86971593564003
0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,1,1,32.321513164654114
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,53.82806990302908
0,0,0,0,16,0,1,0,0,1,0,1,0,0,0,1,1,55.49270305019242
0,0,0,0,15,1,0,1,0,1,0,0,0,0,0,1,1,73.57234962796768
0,0,1,0,11,1,2,1,0,0,1,1,2,2,0,1,0,103.60205848257236
0,0,0,0,10,1,0,1,0,0,0,0,2,2,0,0,0,90.91308669767821
0,0,0,0,6,1,0,1,0,0,0,0,1,0,0,1,2,81.05570099620427
1,0,1,0,43,1,2,1,0,2,0,0,0,1,0,0,2,88.40591115494742
0,0,0,0,9,1,0,1,0,0,0,0,1,2,0,0,1,88.01888425080159
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.43702128803889
